Lambda	        A	     B	     C	    D	     E	      F	      G	     H	      I	      J
1959.60521	0.70357	1.23423	1.94795	1.02223	4.01484	0.77111	3.23665	5.43878	2.34213	0.24256
1957.67646	0.70372	1.23671	1.94998	1.02199	4.02119	0.77417	3.24086	5.45028	2.34661	0.24162
1955.74772	0.69989	1.23681	1.94755	1.02131	4.02166	0.77618	3.23614	5.4478	2.34348	0.24027
1953.81897	0.69717	1.2361	1.94581	1.0223	4.02169	0.77734	3.23076	5.441	2.33873	0.23782
1951.89023	0.69591	1.23615	1.94415	1.0213	4.01892	0.7755	3.22647	5.43158	2.33757	0.23472
1949.96148	0.69503	1.23633	1.93869	1.01788	4.01003	0.77102	3.21756	5.41397	2.33502	0.23473
1948.03274	0.69624	1.23648	1.93204	1.01327	4.00041	0.76682	3.20558	5.39487	2.32865	0.23788
1946.10399	0.69765	1.23562	1.92618	1.00546	3.98872	0.76242	3.19182	5.37346	2.31941	0.23984
1944.17525	0.69846	1.23494	1.9242	0.99942	3.97827	0.75887	3.18181	5.36067	2.31322	0.24026
1942.2465	0.70241	1.23842	1.93125	1.00271	3.98559	0.76175	3.18904	5.38422	2.31838	0.24183
1940.31776	0.70537	1.24335	1.93841	1.01054	4.00279	0.76866	3.20547	5.41943	2.32701	0.24418
1938.38901	0.70339	1.24554	1.93878	1.01664	4.01148	0.77204	3.21369	5.43167	2.33062	0.2453
1936.46027	0.70157	1.24808	1.93994	1.01998	4.01646	0.77321	3.21631	5.43416	2.33437	0.24512
1934.53152	0.70343	1.25288	1.9427	1.01894	4.02461	0.77615	3.22081	5.43797	2.33904	0.24558
1932.60278	0.70758	1.25636	1.94359	1.01649	4.03575	0.7787	3.22791	5.44559	2.34121	0.24709
1930.67403	0.711	1.25644	1.94367	1.01604	4.04327	0.77702	3.22958	5.45358	2.34066	0.24661
1928.74528	0.71159	1.25658	1.94259	1.01648	4.04242	0.77302	3.22476	5.45296	2.34128	0.24316
1926.81654	0.71012	1.25677	1.94083	1.01796	4.03797	0.77119	3.22131	5.4423	2.34581	0.24071
1924.88779	0.70808	1.2535	1.9412	1.01974	4.03558	0.77206	3.21946	5.43176	2.35032	0.24128
1922.95905	0.70693	1.25197	1.94573	1.02113	4.04323	0.77461	3.22365	5.44324	2.35412	0.24295
1921.0303	0.70942	1.25714	1.9529	1.02487	4.06076	0.77844	3.23561	5.46715	2.35961	0.24413
1919.10156	0.71319	1.26296	1.95673	1.02792	4.07217	0.78025	3.24273	5.47811	2.36274	0.24222
1917.17281	0.71181	1.26549	1.95482	1.02552	4.06926	0.77823	3.24063	5.48108	2.35903	0.23684
1915.24407	0.70798	1.26674	1.95213	1.02238	4.0611	0.77693	3.23513	5.47603	2.35122	0.23457
1913.31532	0.7075	1.26749	1.95225	1.02201	4.05774	0.77875	3.23212	5.46508	2.34526	0.23832
1911.38658	0.70848	1.26547	1.95185	1.02172	4.05638	0.77986	3.23173	5.45839	2.34132	0.24315
1909.45783	0.70754	1.26032	1.94677	1.02048	4.05086	0.77711	3.23066	5.45672	2.33799	0.24517
1907.52909	0.70575	1.25634	1.94126	1.01956	4.04627	0.77384	3.23063	5.46041	2.3401	0.24549
1905.60034	0.70687	1.25714	1.94229	1.01931	4.05016	0.77446	3.23375	5.46649	2.34816	0.24473
1903.6716	0.71064	1.26239	1.94777	1.01936	4.06143	0.77854	3.23959	5.47235	2.35456	0.24265
1901.74285	0.71404	1.26782	1.9514	1.02014	4.07356	0.78298	3.24574	5.47854	2.35679	0.24131
1899.81411	0.71707	1.26842	1.95166	1.02134	4.07933	0.78489	3.24788	5.48037	2.35721	0.24204
1897.88536	0.71983	1.2645	1.95002	1.02109	4.07777	0.7848	3.24285	5.47475	2.35599	0.24339
1895.95661	0.71982	1.26181	1.95009	1.02189	4.07774	0.78508	3.23823	5.47667	2.35607	0.24366
1894.02787	0.71728	1.2639	1.95519	1.02835	4.0872	0.787	3.24574	5.49522	2.36156	0.24498
1892.09912	0.71539	1.26541	1.95762	1.03515	4.09352	0.7879	3.25132	5.49967	2.36442	0.24842
1890.17038	0.71359	1.26231	1.95146	1.03471	4.08587	0.78428	3.24394	5.48625	2.35916	0.24942
1888.24163	0.71079	1.25866	1.94505	1.02799	4.07745	0.77974	3.23837	5.48582	2.35549	0.24584
1886.31289	0.71072	1.25815	1.9436	1.02156	4.07643	0.77826	3.23733	5.489	2.35557	0.24237
1884.38414	0.71451	1.2613	1.94509	1.01938	4.08145	0.77889	3.23865	5.48892	2.35635	0.24218
1882.4554	0.71937	1.26777	1.94901	1.02002	4.09325	0.78177	3.24645	5.49954	2.36224	0.24363
1880.52665	0.7234	1.27367	1.95252	1.02223	4.10332	0.78467	3.25448	5.51231	2.37021	0.24469
1878.59791	0.72518	1.27436	1.95375	1.02538	4.10782	0.78445	3.25824	5.51627	2.3742	0.24438
1876.66916	0.72469	1.27219	1.95557	1.02724	4.11623	0.78258	3.26463	5.5223	2.37747	0.24181
1874.74042	0.72305	1.27074	1.95675	1.02796	4.12584	0.78023	3.2723	5.52934	2.3802	0.23863
1872.81167	0.72009	1.26615	1.95262	1.02685	4.11896	0.77588	3.26316	5.50716	2.37325	0.23759
1870.88293	0.71656	1.25728	1.94723	1.02231	4.09509	0.77009	3.23647	5.46388	2.3567	0.23958
1868.95418	0.71573	1.25372	1.94961	1.01844	4.08285	0.76866	3.22863	5.47148	2.35252	0.24342
1867.02544	0.72026	1.26324	1.96006	1.02194	4.10909	0.77657	3.26091	5.54543	2.37575	0.2454
1865.09669	0.72392	1.27226	1.96607	1.02823	4.14355	0.78475	3.289	5.58952	2.3967	0.24602
1863.16794	0.72054	1.26973	1.96064	1.03033	4.15169	0.78561	3.29023	5.57887	2.39573	0.24726
1861.2392	0.71568	1.26413	1.95159	1.0283	4.14288	0.78378	3.28387	5.55844	2.38627	0.24644
1859.31045	0.7166	1.26582	1.9502	1.02469	4.14093	0.78512	3.28469	5.5591	2.38421	0.24397
1857.38171	0.71862	1.27047	1.95516	1.02184	4.15003	0.78942	3.2911	5.57797	2.38908	0.24425
1855.45296	0.71789	1.27029	1.95917	1.02112	4.16034	0.79303	3.2994	5.59658	2.39316	0.24531
1853.52422	0.71944	1.26667	1.9592	1.02284	4.16526	0.7929	3.3051	5.60092	2.39284	0.24237
1851.59547	0.72337	1.26627	1.95609	1.02619	4.16832	0.79115	3.30443	5.5918	2.39147	0.23817
1849.66673	0.72606	1.27126	1.95577	1.02818	4.17653	0.79164	3.30234	5.58243	2.39352	0.23731
1847.73798	0.72589	1.27208	1.9558	1.02339	4.1763	0.79178	3.29386	5.56211	2.39101	0.23841
1845.80924	0.72159	1.26312	1.94804	1.0121	4.15714	0.78745	3.27579	5.53204	2.37988	0.23912
1843.88049	0.71603	1.25711	1.94502	1.00719	4.14959	0.78273	3.27706	5.55344	2.37919	0.24027
1841.95175	0.71351	1.25911	1.95399	1.0133	4.16502	0.78298	3.29476	5.59918	2.39064	0.24081
1840.023	0.71422	1.2608	1.96171	1.01989	4.17923	0.7844	3.30068	5.60582	2.39842	0.23845
1838.09426	0.71689	1.26133	1.96668	1.02302	4.18841	0.78547	3.30371	5.60581	2.40387	0.23472
1836.16551	0.7193	1.26154	1.97031	1.02311	4.1965	0.78882	3.31391	5.61913	2.40753	0.23428
1834.23677	0.72148	1.26074	1.97193	1.02298	4.20498	0.79171	3.32367	5.62338	2.40741	0.23733
1832.30802	0.72113	1.25426	1.96529	1.02024	4.19534	0.78757	3.31055	5.59088	2.3979	0.23723
1830.37928	0.71625	1.24672	1.95114	1.01125	4.16744	0.78143	3.28419	5.55594	2.38376	0.23377
1828.45053	0.71663	1.25343	1.94975	1.00541	4.17049	0.78521	3.29277	5.58563	2.39009	0.2343
1826.52178	0.72508	1.26555	1.96274	1.01112	4.20947	0.79204	3.32878	5.64878	2.4141	0.23724
1824.59304	0.7303	1.26872	1.97527	1.02339	4.24924	0.7954	3.36077	5.7091	2.4356	0.23984
1822.66429	0.72917	1.26769	1.98166	1.03167	4.27229	0.79992	3.37872	5.74744	2.44693	0.2442
1820.73555	0.72876	1.26969	1.98323	1.03159	4.28238	0.80421	3.38309	5.75368	2.45225	0.24766
1818.8068	0.73059	1.27374	1.98326	1.0294	4.29259	0.80603	3.38444	5.75684	2.45851	0.24829
1816.87806	0.72958	1.27429	1.98101	1.02941	4.29768	0.80536	3.3853	5.76309	2.45916	0.24644
1814.94931	0.72672	1.26806	1.97573	1.02787	4.28823	0.80225	3.37917	5.74935	2.44933	0.24207
1813.02057	0.727	1.2591	1.97029	1.02299	4.27481	0.79918	3.3671	5.72082	2.43863	0.23848
1811.09182	0.72654	1.25229	1.96698	1.01981	4.26825	0.79767	3.35931	5.71035	2.43376	0.23873
1809.16308	0.72142	1.24747	1.96573	1.02024	4.26738	0.79739	3.36061	5.72199	2.43473	0.23963
1807.23433	0.71743	1.24578	1.96713	1.02071	4.27361	0.79821	3.36915	5.73577	2.43984	0.23814
1805.30559	0.71631	1.24819	1.97046	1.01994	4.28503	0.79976	3.37919	5.74316	2.44303	0.23725
1803.37684	0.71486	1.24888	1.96959	1.0184	4.29006	0.80018	3.37873	5.73698	2.43894	0.23951
1801.4481	0.71282	1.2453	1.9631	1.01717	4.29043	0.7973	3.37134	5.73447	2.4357	0.24188
1799.51935	0.71281	1.24329	1.96129	1.01901	4.3025	0.79296	3.37748	5.76134	2.44661	0.23937
1797.59061	0.71573	1.24383	1.96358	1.02415	4.31954	0.79099	3.3899	5.7842	2.45979	0.23524
1795.66186	0.7172	1.24102	1.95688	1.02689	4.31827	0.79109	3.38318	5.76038	2.45276	0.23625
1793.73311	0.71407	1.23514	1.94711	1.02341	4.30509	0.79213	3.36826	5.72751	2.43211	0.23924
1791.80437	0.71258	1.2359	1.95943	1.0202	4.32284	0.79996	3.39128	5.78495	2.43742	0.23653
1789.87562	0.71782	1.24064	1.98516	1.02264	4.36892	0.81414	3.43786	5.88624	2.47247	0.23306
1787.94688	0.72222	1.23748	1.99144	1.0223	4.39104	0.81975	3.45282	5.9074	2.49167	0.23517
1786.01813	0.72421	1.23178	1.98074	1.01637	4.39185	0.81622	3.44849	5.88572	2.4903	0.24025
1784.08939	0.72559	1.22762	1.96868	1.01126	4.38995	0.8122	3.44396	5.87361	2.48519	0.24356
1782.16064	0.72393	1.21971	1.96393	1.01303	4.38644	0.80883	3.43633	5.86647	2.48431	0.24088
1780.2319	0.72051	1.21439	1.96659	1.01994	4.3916	0.80504	3.44003	5.87818	2.48966	0.23605
1778.30315	0.71733	1.21781	1.96857	1.02274	4.40519	0.80439	3.45573	5.89891	2.49339	0.23523
1776.37441	0.71215	1.21736	1.96316	1.01598	4.40367	0.80797	3.45242	5.88161	2.48531	0.23504
1774.44566	0.70585	1.20886	1.95609	1.00853	4.39128	0.81314	3.43409	5.84946	2.47618	0.23029
1772.51692	0.70069	1.20236	1.95909	1.01433	4.40112	0.81529	3.44502	5.88347	2.48743	0.22424
1770.58817	0.69948	1.20118	1.9726	1.02723	4.43821	0.81439	3.48947	5.97248	2.51003	0.22598
1768.65943	0.70434	1.20221	1.98359	1.0309	4.4689	0.81666	3.51875	6.0253	2.51754	0.23252
1766.73068	0.71012	1.20282	1.9873	1.02807	4.48551	0.82156	3.5271	6.04055	2.51595	0.23665
1764.80194	0.70918	1.19654	1.98284	1.02105	4.48405	0.82609	3.51418	6.01508	2.51005	0.23655
1762.87319	0.70139	1.18496	1.97621	1.00961	4.46987	0.82893	3.49277	5.98424	2.50271	0.2321
1760.94444	0.69603	1.17679	1.97164	0.99998	4.4643	0.82566	3.49088	6.00007	2.50213	0.22662
1759.0157	0.69788	1.17382	1.96491	1.00006	4.47146	0.81634	3.50114	6.02417	2.50628	0.22523
1757.08695	0.69997	1.17102	1.96162	1.00588	4.48527	0.8105	3.51497	6.04732	2.5137	0.22697
1755.15821	0.69823	1.16418	1.96276	1.00782	4.49588	0.81209	3.52536	6.05969	2.51667	0.22867
1753.22946	0.69427	1.15048	1.95551	1.00297	4.48401	0.81417	3.50906	6.01408	2.50036	0.22877
1751.30072	0.69058	1.13509	1.94512	1.00033	4.46787	0.81306	3.48693	5.97188	2.48349	0.22763
1749.37197	0.68688	1.12969	1.94971	1.009	4.4888	0.81301	3.5003	6.02541	2.50168	0.2261
1747.44323	0.68298	1.13095	1.96069	1.01667	4.52346	0.81465	3.52678	6.10426	2.53145	0.22389
1745.51448	0.68256	1.1271	1.95893	1.01097	4.52888	0.81228	3.53141	6.12178	2.53372	0.22164
1743.58574	0.68163	1.11635	1.94128	0.99748	4.50694	0.80456	3.51453	6.08764	2.51459	0.22109
1741.65699	0.67662	1.10602	1.92319	0.98745	4.49016	0.79561	3.50176	6.06154	2.50051	0.22192
1739.72825	0.67569	1.10702	1.92876	0.98903	4.51934	0.79169	3.52916	6.10948	2.51361	0.2237
1737.7995	0.67799	1.10906	1.94349	0.99289	4.56074	0.79303	3.55963	6.14434	2.52767	0.22646
1735.87076	0.67154	1.0944	1.93884	0.98542	4.55737	0.79347	3.54464	6.0913	2.51179	0.22693
1733.94201	0.6572	1.06853	1.92439	0.97387	4.52243	0.79298	3.52258	6.07817	2.48627	0.22317
1732.01327	0.65184	1.05795	1.92724	0.97793	4.51461	0.79767	3.54224	6.16591	2.48797	0.22222
1730.08452	0.65612	1.06325	1.93972	0.98768	4.54623	0.80653	3.57691	6.23934	2.51158	0.22337
1728.15578	0.66042	1.0705	1.94506	0.98974	4.58653	0.81315	3.60641	6.28763	2.53902	0.22046
1726.22703	0.65915	1.069	1.93756	0.98291	4.59862	0.80892	3.6104	6.28669	2.54752	0.21745
1724.29828	0.65101	1.05632	1.92619	0.97318	4.57978	0.79659	3.5916	6.25064	2.5359	0.21767
1722.36954	0.64153	1.04108	1.9156	0.96697	4.5505	0.78767	3.56447	6.19998	2.51562	0.21647
1720.44079	0.6367	1.02589	1.89625	0.96169	4.50952	0.78152	3.52176	6.11196	2.48304	0.21339
1718.51205	0.63448	1.00763	1.87064	0.95109	4.45722	0.77217	3.47312	6.03617	2.44472	0.21324
1716.5833	0.62587	0.99528	1.8599	0.94038	4.43172	0.76795	3.46853	6.08835	2.4386	0.21399
1714.65456	0.61682	0.99639	1.86878	0.94443	4.45795	0.77699	3.51013	6.19449	2.46688	0.2127
1712.72581	0.61571	0.99635	1.87704	0.95117	4.48946	0.7843	3.54139	6.2347	2.48374	0.21394
1710.79707	0.61247	0.98682	1.87211	0.94742	4.48894	0.78093	3.53951	6.21105	2.47828	0.21508
1708.86832	0.60346	0.97098	1.85706	0.93804	4.45869	0.77217	3.5113	6.15059	2.46204	0.21431
1706.93958	0.59605	0.9563	1.84588	0.93354	4.42561	0.76607	3.48416	6.10802	2.4492	0.21543
1705.01083	0.59429	0.94708	1.84204	0.93486	4.40284	0.76313	3.46961	6.09439	2.43734	0.21646
1703.08209	0.59612	0.93934	1.83234	0.9327	4.37242	0.7598	3.44572	6.03849	2.41303	0.21066
1701.15334	0.59815	0.9228	1.8073	0.91972	4.30766	0.74951	3.40438	5.94562	2.37231	0.20076
1699.2246	0.5905	0.90045	1.77413	0.89799	4.22979	0.72841	3.36668	5.89536	2.33343	0.19267
1697.29585	0.5788	0.89793	1.76123	0.88967	4.2303	0.71889	3.37152	5.93275	2.3377	0.19075
1695.36711	0.57857	0.91373	1.78116	0.9015	4.32041	0.73401	3.44486	6.0873	2.38686	0.19598
1693.43836	0.58269	0.92122	1.80662	0.91221	4.39491	0.75095	3.50765	6.19939	2.4259	0.20287
1691.50961	0.58136	0.91388	1.81126	0.9133	4.39699	0.75292	3.50354	6.1715	2.42764	0.20482
1689.58087	0.57363	0.89909	1.79599	0.91089	4.34787	0.7442	3.46215	6.08306	2.40495	0.20128
1687.65212	0.56191	0.87956	1.76854	0.90393	4.27126	0.73491	3.39887	5.96027	2.36695	0.19753
1685.72338	0.54638	0.8584	1.73992	0.88953	4.1892	0.72887	3.32147	5.83515	2.32573	0.19783
1683.79463	0.52655	0.84612	1.71445	0.86869	4.12378	0.71194	3.26914	5.81622	2.29895	0.19555
1681.86589	0.51967	0.84602	1.69764	0.85422	4.10477	0.69444	3.26959	5.85282	2.29547	0.18941
1679.93714	0.52368	0.84407	1.68955	0.84767	4.10433	0.69469	3.27406	5.83696	2.29305	0.18759
1678.0084	0.5273	0.83626	1.67936	0.84218	4.09263	0.69795	3.26098	5.78775	2.27773	0.18721
1676.07965	0.52627	0.82511	1.65964	0.83849	4.05854	0.6928	3.2341	5.73144	2.25258	0.18508
1674.15091	0.52199	0.81981	1.64166	0.83885	4.02085	0.68322	3.21243	5.69403	2.2366	0.18505
1672.22216	0.51915	0.8187	1.63345	0.83283	3.99289	0.67599	3.19036	5.63993	2.22604	0.19004
1670.29342	0.5146	0.81245	1.62492	0.81793	3.96372	0.669	3.16527	5.58935	2.21181	0.19509
1668.36467	0.50433	0.80367	1.61204	0.81032	3.93946	0.66443	3.15441	5.59451	2.20375	0.19678
1666.43593	0.49809	0.7984	1.5985	0.81093	3.92248	0.66262	3.13918	5.57398	2.19403	0.19643
1664.50718	0.49929	0.79443	1.588	0.81067	3.90953	0.65906	3.11984	5.52943	2.18282	0.19326
1662.57844	0.50153	0.79005	1.58309	0.81073	3.90609	0.65465	3.11909	5.53144	2.1861	0.18605
1660.64969	0.49878	0.78469	1.57891	0.81023	3.90241	0.65307	3.11885	5.53933	2.19392	0.18085
1658.72094	0.4946	0.77595	1.56637	0.80505	3.87716	0.65249	3.08339	5.46945	2.17651	0.1814
1656.7922	0.49053	0.76103	1.54553	0.79377	3.82784	0.64924	3.01555	5.33387	2.13522	0.18506
1654.86345	0.48132	0.74226	1.52453	0.77757	3.7711	0.63992	2.94254	5.20624	2.09483	0.18913
1652.93471	0.4707	0.74724	1.52681	0.77024	3.77333	0.62926	2.95455	5.28822	2.10848	0.18428
1651.00596	0.4768	0.7754	1.54285	0.77821	3.82566	0.63357	3.01728	5.4174	2.14548	0.17466
1649.07722	0.48338	0.78572	1.5427	0.77814	3.82555	0.63581	3.00642	5.36381	2.14198	0.17194
1647.14847	0.48408	0.78884	1.54181	0.77545	3.80422	0.63092	2.98788	5.33249	2.13361	0.17185
1645.21973	0.48314	0.78856	1.54641	0.78087	3.8157	0.6307	3.01781	5.41049	2.14535	0.17671
1643.29098	0.48397	0.78318	1.54555	0.78475	3.83548	0.63416	3.03994	5.44361	2.15595	0.18163
1641.36224	0.48484	0.77802	1.53944	0.78173	3.83176	0.63391	3.03069	5.41616	2.15488	0.1811
1639.43349	0.48212	0.7729	1.52827	0.77409	3.8009	0.62847	2.9962	5.35231	2.13835	0.1778
1637.50475	0.47345	0.76222	1.51172	0.76444	3.74192	0.61661	2.94178	5.27708	2.10237	0.17618
1635.576	0.46503	0.74941	1.49571	0.7573	3.68125	0.60468	2.90601	5.30635	2.07244	0.17852
1633.64726	0.46689	0.7509	1.48758	0.75752	3.67433	0.60649	2.91291	5.40363	2.08086	0.18073
1631.71851	0.47226	0.76112	1.48535	0.75991	3.69351	0.61438	2.91975	5.41374	2.09606	0.17987
1629.78977	0.47921	0.7729	1.48714	0.76017	3.71051	0.62054	2.9241	5.38292	2.10397	0.17779
1627.86102	0.48703	0.77998	1.49037	0.75909	3.71991	0.6222	2.92935	5.35503	2.10716	0.17538
1625.93227	0.48761	0.77714	1.49202	0.76032	3.72185	0.61977	2.92669	5.32768	2.10852	0.17356
1624.00353	0.48202	0.77531	1.49721	0.76771	3.73469	0.61912	2.93455	5.3317	2.11693	0.172
1622.07478	0.48436	0.78502	1.51054	0.78053	3.77533	0.6278	2.97373	5.39302	2.13864	0.1706
1620.14604	0.49334	0.79556	1.52065	0.78876	3.81158	0.64002	3.00103	5.42205	2.15311	0.16961
1618.21729	0.49734	0.80049	1.52318	0.7928	3.82246	0.64612	3.00287	5.41201	2.15325	0.16741
1616.28855	0.4954	0.80324	1.52623	0.79743	3.82672	0.64658	3.01542	5.4599	2.16067	0.16791
1614.3598	0.49373	0.80331	1.53068	0.79597	3.83463	0.64698	3.03005	5.5189	2.17654	0.17542
1612.43106	0.49421	0.80095	1.52949	0.78972	3.83401	0.64702	3.02656	5.51229	2.18237	0.1822
1610.50231	0.49582	0.79718	1.52216	0.78652	3.82731	0.64475	3.02104	5.49209	2.18127	0.18488
1608.57357	0.49766	0.79692	1.51664	0.79018	3.83	0.64371	3.02471	5.50552	2.18144	0.18469
1606.64482	0.49829	0.80506	1.52053	0.7959	3.84448	0.64659	3.03628	5.54395	2.18548	0.18295
1604.71608	0.49805	0.81297	1.52658	0.79518	3.85087	0.64798	3.04448	5.56421	2.18642	0.18132
1602.78733	0.4992	0.81397	1.52761	0.78899	3.84531	0.64697	3.04624	5.56392	2.18287	0.18135
1600.85859	0.49968	0.81264	1.52488	0.78246	3.8359	0.64662	3.04306	5.56041	2.18081	0.18098
1598.92984	0.49706	0.81069	1.52237	0.77758	3.82736	0.64494	3.03407	5.55115	2.18232	0.17829
1597.0011	0.49562	0.80752	1.52691	0.77817	3.83721	0.64437	3.03491	5.55851	2.19104	0.17685
1595.07235	0.49661	0.80575	1.53871	0.78398	3.86545	0.6483	3.05453	5.59768	2.20536	0.17799
1593.14361	0.49572	0.80521	1.54666	0.78806	3.87959	0.65081	3.07116	5.62505	2.21355	0.17851
1591.21486	0.49416	0.80557	1.54843	0.7907	3.87534	0.64959	3.07542	5.62424	2.21612	0.17934
1589.28611	0.49617	0.81062	1.55412	0.79535	3.87878	0.6495	3.08192	5.62989	2.22219	0.18219
1587.35737	0.50011	0.82133	1.56632	0.80102	3.89983	0.65297	3.09534	5.6511	2.23289	0.18487
1585.42862	0.50232	0.8322	1.57514	0.80555	3.92536	0.65727	3.10636	5.66854	2.24224	0.18577
1583.49988	0.50494	0.83792	1.57508	0.80551	3.94031	0.65752	3.10792	5.67289	2.24521	0.18485
1581.57113	0.51082	0.84003	1.57271	0.80011	3.93948	0.65426	3.09929	5.65806	2.24201	0.18308
1579.64239	0.51561	0.83971	1.56879	0.79145	3.91585	0.64949	3.07266	5.59814	2.22842	0.18101
1577.71364	0.51553	0.84002	1.5633	0.78576	3.88428	0.64559	3.04161	5.52969	2.21141	0.17894
1575.7849	0.51483	0.85333	1.57411	0.794	3.9074	0.65282	3.06597	5.58781	2.22567	0.18086
1573.85615	0.51602	0.86575	1.59068	0.80376	3.96084	0.66319	3.11037	5.67432	2.25033	0.18541
1571.92741	0.5146	0.85992	1.58701	0.80245	3.96168	0.66031	3.09692	5.63801	2.24221	0.18459
1569.99866	0.51359	0.85113	1.57833	0.80011	3.93571	0.65344	3.06365	5.59258	2.22682	0.1799
1568.06992	0.51988	0.85784	1.58675	0.80429	3.94204	0.65981	3.06861	5.6267	2.23424	0.18018
1566.14117	0.5286	0.8695	1.60151	0.81068	3.97076	0.672	3.09218	5.66353	2.24752	0.18377
1564.21243	0.53459	0.87343	1.60781	0.81505	3.98655	0.67655	3.09915	5.66023	2.24855	0.18326
1562.28368	0.53766	0.86916	1.59956	0.81575	3.97538	0.67339	3.07399	5.59324	2.2299	0.17852
1560.35494	0.53806	0.86063	1.57485	0.81273	3.93233	0.66388	3.01441	5.47432	2.18965	0.16946
1558.42619	0.5401	0.87079	1.56929	0.80988	3.91336	0.65563	2.99921	5.50573	2.17653	0.16119
1556.49744	0.54269	0.89677	1.60122	0.81405	3.96314	0.66127	3.0651	5.65026	2.21748	0.16708
1554.5687	0.54282	0.90932	1.61939	0.8224	3.99818	0.66498	3.10623	5.68944	2.24181	0.1752
1552.63995	0.54528	0.9138	1.63137	0.82992	4.02247	0.66515	3.12916	5.70137	2.25316	0.18204
1550.71121	0.55074	0.91635	1.64312	0.83364	4.05017	0.66929	3.14471	5.72074	2.26296	0.18699
1548.78246	0.55671	0.92284	1.65358	0.83769	4.08644	0.68171	3.16478	5.75927	2.27833	0.18982
1546.85372	0.55938	0.92865	1.65813	0.84369	4.11249	0.69386	3.17553	5.76903	2.28722	0.19174
1544.92497	0.55861	0.92878	1.65543	0.84524	4.10673	0.69785	3.15537	5.71354	2.27566	0.19411
1542.99623	0.55858	0.91784	1.64476	0.83067	4.05637	0.69227	3.09404	5.59879	2.239	0.19556
1541.06748	0.56257	0.90094	1.6317	0.80596	4.00428	0.68174	3.04075	5.55142	2.20424	0.19666
1539.13874	0.57109	0.92247	1.65226	0.81193	4.0671	0.68432	3.11564	5.77599	2.24242	0.20278
1537.20999	0.57368	0.9499	1.67985	0.83072	4.13775	0.69325	3.18544	5.91157	2.28551	0.20385
1535.28125	0.56901	0.95376	1.68318	0.83766	4.14382	0.69447	3.18352	5.88366	2.28758	0.19782
1533.3525	0.56327	0.9516	1.67	0.83761	4.12908	0.68923	3.17219	5.86679	2.27925	0.18818
1531.42376	0.56437	0.95528	1.66306	0.83581	4.13601	0.68779	3.18547	5.90495	2.28628	0.18233
1529.49501	0.57049	0.95926	1.66701	0.8354	4.15204	0.69355	3.19291	5.91303	2.29587	0.18401
1527.56627	0.57403	0.96002	1.66599	0.83385	4.14953	0.69796	3.17824	5.88373	2.29235	0.18829
1525.63752	0.5705	0.95529	1.65848	0.8316	4.12575	0.69491	3.15091	5.83427	2.27594	0.18995
1523.70877	0.56754	0.94897	1.65849	0.83523	4.11217	0.68903	3.13477	5.79364	2.26572	0.19014
1521.78003	0.57582	0.96003	1.6772	0.84491	4.14776	0.69067	3.1735	5.85986	2.28966	0.19248
1519.85128	0.58572	0.98251	1.70154	0.84954	4.19169	0.69627	3.23518	5.97237	2.32173	0.19081
1517.92254	0.5829	0.98636	1.70629	0.8481	4.17772	0.69423	3.23899	5.97533	2.31566	0.18291
1515.99379	0.5786	0.98156	1.70526	0.85345	4.15522	0.69484	3.2276	5.95913	2.30397	0.18066
1514.06505	0.58031	0.98302	1.71416	0.86385	4.16123	0.70343	3.23368	5.96093	2.30786	0.1854
1512.1363	0.58151	0.98401	1.71967	0.86413	4.15758	0.70899	3.22696	5.91411	2.30643	0.1889
1510.20756	0.58048	0.97571	1.70421	0.84866	4.10851	0.70466	3.18099	5.7859	2.28449	0.19362
1508.27881	0.57624	0.96332	1.67318	0.82668	4.01928	0.68989	3.11376	5.63494	2.24814	0.20405
1506.35007	0.56937	0.97642	1.68424	0.83394	4.00921	0.68564	3.15215	5.73518	2.25804	0.20695
1504.42132	0.5727	1.00082	1.72504	0.86439	4.0972	0.70383	3.2483	5.93336	2.30585	0.19801
1502.49258	0.57646	1.00497	1.73298	0.87768	4.12784	0.71327	3.26423	5.94302	2.3157	0.19408
1500.56383	0.57738	1.00077	1.72195	0.88149	4.11119	0.71293	3.24264	5.87839	2.30245	0.19244
1498.63509	0.58092	1.00059	1.71296	0.88456	4.09114	0.7104	3.22983	5.84682	2.29505	0.18906
1496.70634	0.587	1.00483	1.72574	0.88839	4.10688	0.71342	3.25921	5.91329	2.31296	0.18902
1494.7776	0.59162	1.00343	1.74699	0.89103	4.13835	0.72197	3.29709	5.98137	2.32975	0.19414
1492.84885	0.59375	0.99235	1.74799	0.88959	4.12944	0.7236	3.28585	5.93895	2.31436	0.19607
1490.92011	0.58844	0.97467	1.73094	0.88521	4.07444	0.7137	3.23819	5.84214	2.2757	0.19285
1488.99136	0.57782	0.96976	1.72416	0.88609	4.03766	0.70525	3.22656	5.8409	2.25866	0.1876
1487.06261	0.57818	0.98516	1.74575	0.89509	4.08004	0.71305	3.28391	5.95885	2.29066	0.18747
1485.13387	0.58452	0.99531	1.7689	0.90313	4.13053	0.72474	3.33272	6.03639	2.32061	0.19087
1483.20512	0.5851	0.99618	1.7779	0.90412	4.13387	0.72761	3.33792	6.03148	2.32137	0.19134
1481.27638	0.58054	0.99623	1.77585	0.89881	4.1058	0.72211	3.32199	5.99784	2.30872	0.19052
